num	period	title	date	body
40	pandemic	우울증 먹어도 먹어도 허해요	2020.02.28	제가 살면서 처음으로 제작년 여름? 쯤에 우울증 심하다는 진단을 받고 치료를 하다 약을 먹으니 일상 생활이 안 돼서 말았어요 분노 수치도 높고 우울증도 높다 하더라고요 술에 의존하면서 살다가 지금은 일주일에 한 번 먹습니다 근데 지금 5개월 내내 스트레스도 너무 심하고 가족들마저 니 탓이다 니 의지가 없어서 그런 거다라고 하니 말도 못하겠구요 사람을 만나도 공허하고 우울합니다 요즘은 먹어도 먹어도 배가 고프구요 ㅠㅠ 많이 먹는다고 살이 찌기는 커녕 계속 빠집니다 왜 이런걸까요 이런 증상도 우울증이랑 관련이 있나요?
41	pandemic	부사관이 되고 싶은데 우울증약 복용중이면 안되나요?	2020.03.02	"현재 우울증약 복용중인 21살 여자입니다 딱히 생활에 문제가 되진 않고 정상적으로 일상생활 다하고 있습니다 제가 부사관이 되는 게 꿈인데 안되는 걸까요 ..,광고글은 올리지마시고 진지한 답변 기다릴게요"
42	pandemic	부산 정신병원 알려주세요	2020.03.02	"이제 중학교 3학년 되는 여학생입니다,우울증, 강박증, ADHD 진단 받았고,원래 다니던 병원을 못 가게 되서 진료도 못 받고, 약도 못 먹고 있어요,그래서인지 점점 더 심해지고 자살충동도 더 많이 느끼고 일절 안하고 생각도 않던 담배, 술이 생각나더라구요. 감정이 더 격해질 때는 제가 다른 사람을 때릴 거 같기도 하고 폭력적인 행동을 할 거 같아서 무서워요,,최대한 빨리 진료, 상담 가능한 부산 남포동,영도 근처 정신병원 여러군데 알려주세요,딱히 상관은 없지만 여자 선생님이면 더 좋고, 조금 멀어도 괜찮아요"
43	pandemic	정신과 보험질문입니다.	2020.03.03	"제가 우울증으로 병원에 다녀와서 약처방을 받고 있습니다.,정기적으로 병원에 방문하고 있습니다.,,제 실비보험에서 나올게 있나요? "
44	pandemic	"천안 불당 20대중반/여 우울증, 그냥 제가 게으른건지 생활에 문제가 있는건지 모르겠지만... 뭐를 해야겠다는 의욕이 안 들어요."	2020.03.03	"많이 고민하다가 이렇게 상담글을 남겨봐요.,,저는 사실 제가 우울증인지도 잘 모르겠어요.,,그냥 게으른건지 생활에 문제가 있는건지 모르겠지만...,,뭐를 해야겠다는 의욕이 안 들어요.,,정신과에 가본 적도 있는데 우울증 같다고해서 약을 처방해주셨거든요, 근데 좋아지는지도 모르겠어서 그냥 복용도 안 하고 있어요.,,계속 눕고만 싶고 입맛도 없고 의욕 자체가 없는데 어디부터 시작을 해야될지 전혀 모르겠어요.."
45	pandemic	눈을 못 마주치는것도 우울증의 증상이 될수 있을까요	2020.03.04	고등학생인데 일년째 너무 힘들어요.. 정신과에선 그냥 우울증이라고 진단받고 약먹고있는중인데 우울증이 나으면 눈 못마즈치는것도 괜찮아질까요 ㅠㅠ.. 학교 다니는것도 힘들고 정상적인 생활을 못하겠어요.......... 눈을 못마주치니 우울증이 걸리는겅지ㅜ우울증때문에 눈을 못 마주치는걵 모르겠어요 ㅠㅠ 도와주세요 광고 신고합니다
46	pandemic	꿈이반복되요	2020.03.05	"꿈을처음꾸기 시작한건 작년가을쯤이었습니다. 그당시엔 가끔꿨었는데 매일 잠드려고하면 3시간이 기본으로 걸려서 잠드는거자체가 스트레스라 정신과를 찾아 상담받았어요 검사도받고 의사분이 제가 우울증으로인한 수면장애라해서 우울증약을 2주정도 복용하고 일하느라 여유가안생겨 그뒤론 병원도안가고 약을안먹었어요 그래도 꿈은안꾸게되어 그럭저럭 잘지내고있었는데 요즘따라 다시반복되네요 꿈내용은,꿈에서 제몸이 등쪽으로 천장에 몸이 붙어요 붕뜨는 느낌도생생하고 전항상 내려가고싶어서 허우적거리다 겨우밑쪽으로 내려가면 다시올라가요 얕게 잠들때는 침대가 기우는기분들면서 깨고 꿈이 자주 반복되요 지금은 4일연속으로 이꿈꾸는중인데 다시 정신과를 방문해야할까요 이꿈때문에 잠이 일찍들어도 일어나서 개운함도없고 붕뜨는느낌이 너무싫어서 잠드는게무서워요,무슨꿈인지도 궁금하고"
47	pandemic	우울증인지 아닌지	2020.03.05	"병원에 갔었을 때 중한수준의 우울증이라고 진단을 받고 현재 약을 먹고있습니다. 근데 제가 정말 우울증인지 아닌지 그것도 잘 모르겠고, 요즘 아무것도 하기싫어서 공부도 일주일넘게 쉬고있습니다.. 제가 정말 우울증인걸까요..?"
48	pandemic	"의사선생님, 진찰 좀 해주세요"	2020.03.05	"제 몸이 아프다는 걸 느끼고 있어요,심하게 어지럽고 음식을 먹으면 토도 나올 것 같고,배도 아프고 의욕이 전부 떨어져요.,제가 달달한것을 평소에 굉장히 좋아했는데 이젠 먹기도 싫어지네요, 무엇을 하고싶은 욕구가 전부 떨어져버렸어요,그리고 스트레스도 받고있다는 걸 느끼고 있어요,잠은 자고자도 끊임없이 오고요,우울증 진단을 받고 약을 먹어가며 상처내는 것을 끊었는데 다시 몸에 상처를 내는 것도 최근들어 다시 시작했고요,,제 몸에 무슨 이상이 생긴걸까요?"
49	pandemic	정말 힘들고 죽고싶을 때	2020.03.05	이제 고등학교 올라가는 17살이에요 우울증이 있어 약도 먹어보고 상담도 받아보고 취미를 만들어보기도 하고 할 수 있는 건 다 해봤는데 도움이 하나도 안 되고 그냥 늘 죽고싶단 생각이 머릿속에 맴돌아요 정말 죽고싶을만큼 힘든데 또 그렇다고 자살시도를 하면 늘 죽지를 않아요 항상 죽는 상상을 하며 잠에 들고 지금 잠들면 다시 눈 뜨지 않았으면 좋겠다 하는데 참 야속하게도 늘 눈을 뜨고 늘 하루를 살아가네요 너무너무 힘든데 어떻게 해야할까요 도와주세요
50	pandemic	우울증 관련	2020.03.06	"현재 고3인 학생이고 최근에 병원에 가서 자가진단테스트 같은거로만 중한수준의 우울증이라고 진단을 받아 약을 먹고있습니다. 그리고 가끔씩 숨쉬기 힘들정도로 가슴이 답답하기도 한데 우울증이랑 관련있는 증상인가요? 또, 자가진단테스트로만 우울증 진단을 받긴했는데 믿어도 되는 건가요? 제가 우울증인지 아닌지 의심하게되고 그냥 아무것도 하기싫어지고 이렇게 사는 것도 지치는데 또 죽는다고 생각하면 너무 무섭습니다..."
51	pandemic	우울증 체중 증가 기전	2020.03.06	"우울증 약을 먹으면 체중이 증가하는 기전이 뭔가요? 칼로리 소모를 막는 건가요? 단순히 식욕을 돋우는 건가요? 식단조절을 해도 평소처럼 살이 빠지지 않아 여쭤봅니다..,,벤라팩트, 아빌리파이, 리단(탄산리튬), 리스페달, 데파코트 등을 먹고 있습니다"
52	pandemic	자살을 구체화할수록 후련한데 누구라도 절 잡아줬으면좋겠어요	2020.03.07	"제목 그대로입니다. 저는 간호사구요 지금은병원에서일하고 한번도일을쉰적은없어요.매번 뭐에쫓기듯이 공부해서 높은점수받고 주변사람들한테 최선을다해서 밝아보이고 남들보기에 행복한삶을사는데..,그냥 남들보기에 괜찮은삶을살려고 아둥바둥 노력했는데,지금이순간에도 사람들은 저를 행복을주는사람으로보는데..사실은 떠날준비를 마쳤어요.,이전에 정신센터에서 자살담당이었고 자살상담 우울상담 맡으면서 자살사건접수되면 응급개입나가고하다가 너무우울해지고 제가죽겠어서 관뒀어요. 그래서 제가 제 증상을 잘알아요. 대상자의 죽음도 봤고.. 이과정에 제가정신적으로의지하던 조모도 돌아가셨어요. 그래서그럴까요 죽음을준비하고있는데 후회할것도, 두려울것도없는데 자꾸 누가 절 잡아줬으면좋겠어요. 어떤말로도 안잡힐거아는데 미련이없는데 그렇다고 살면 더 고통일걸알아요. 매일매일이 지옥일걸 알아서 누가 잡아도 잡히지않을거예요.,공황장애우울증진단받고 한때는 비밀로 약먹으면서 최선을다해서 밝은척하면서 살았는데 밤만되면 숨이막혀요 제 감정이 저를 너무 옥죄어요. 매일 뛰어내리고싶어요 근데 '그래도 하루만, 아직 정리할게 조금이라도 남았을지도몰라 그러니까 하루만...'이러면서 떠나지못하고있어요. 바보같죠?,더이상 아무런 노력도하기싫어요 저는이미너무지쳤거든요 좀 쉬고싶어요 죽을수있다는생각이들면 후련한데 왜 숨못쉴것같이 괴로운데도 못뛰어내리는건.. 이번에..이번시도는 정말 제가 눈뜨지않을걸알아요. 여기서의 어떤답도 답이되지않을걸알지만 너무두려워서 넋두리로올려요.. 저는 제가너무무서워요 저를 포기할까봐 너무 무서운데 그게 얼마남지않은걸알아서 너무무서워요"
53	pandemic	우울증 관련 질문	2020.03.08	"우울증 증상을 않은지 한달정도 됐습니다.,며칠전에 병원 예약하여 가서 플루옥세틴염산염(프로작) 3주치 처방을 받고,이틀정도 먹었습니다. 우울증은 보통 2주정도 약을 먹어야 효과를 볼수 있다고 들었어요.,제가 지금 나이가 스물넷이고, 여자에요.,의사선생님이 약을 끊으라고 하실 때까지는 먹어야 하겠지만,,,효과를 볼 때까지만이라도 마음 편히 지내는 방법 있다면 알려주세요...,그리고 이미 약을 먹기 시작했으니 어쩔 수 없지만 평생 약을 먹어야 하거나, 아니면 뇌수술을 하게 될까봐 너무 무서워요..."
54	pandemic	우울증약 부작용에 말이 어눌해지는 것도 있나요?	2020.03.08	"설트랄린, 트라조돈, 아빌리파이 복용한지 1달정도 됐는데 예전보다 말이 잘 안나오고 어눌한 것 같아요. 발음같은건 괜찮은데 말을 예전보다 조리있게 못하겠고 말이 금방 떠오르지 않아요. 이런 증상도 우울증 약의 부작용일 수 있나요?"
55	pandemic	정신과 진단을 받았는데요.. 뭔뜻인가요.. 급합니다..	2020.03.08	"상세불명 우울증 에피소드,공황장애(우발적 발작성 불안),비기질성 불면증,,소견서에서는 상기인은 취업후 연인과의 이별, 가정의 경제적 어려움으로 인한 불면,불안,우울한기분, 자살충동, 자살시도가 있었으며 2주 전부터는 과호흡과 손떨림 발생하며 불안이 악화된 상태로 기본적으로 히스트리오닉한 성격이 있어 스트레스에 감내하는 것이 힘들고 감정조절이 어려운편으로 사료되어 이로 인해 약물치료를 시작, 약물로 조절이 되지 않는다면 입원치료도 가능한 상태로 추측됌. ,,무슨 뜻인가요?"
56	pandemic	꽤병이 진짜 인가요?	2020.03.09	"우울증이랑 강박증이 있긴한데,치료한지 5년째이고 지금은 그냥저냥 살아갑니다.,,여러 문제가 있긴한데,요센 오전만되면 (출근하기전) 아파요,꽤병이 아니라 진짜 코피가 물흐르듯 난다던지,기침이 발작적으로 난다던지,(시국이 시국인데 코로나인줄알고 깜놀),병원을 가야되겠다 싶어 휴가를 신청하고 있었더니,언제 그랬냐는듯 기침이 멈추고 아무렇지도 않습니다..,회사가서도 오후가되면 그럭저럭 생활이 되고요,이게 진짜 무언가 싶은데 예전에 치료받을때 클리닉에서 정신적인것 때문에 육체적으로 이상이 올수있고,그럴땐 꼭 치료를 받아라 라고 했던거같은데,정말 꽤병같은 이런것도,정신적인 스트레스에의해 나타나는 현상인가요?,상황을 바꿀수가 없는데...치료약 먹는다고 개선이 될련지..,답답하네요,,정신적 스트레스로 인해 신체적 병이 발생하기도 하나요?"
57	pandemic	서울 정신과 소개해주세요.	2020.03.09	"우울증과 공황장애 진단을 받은지 좀 됬는데 스스로 치료를 거부하는 중이었습니다. 그런데 최근들어 치료하고 싶다는 생각이 들어 질문 올립니다.,굳이 동대문구가 아니어도 좋으니 괜찮은곳 있으면 알려주세요."
58	pandemic	이세상은 참 ㅂㅅ같네요	2020.03.10	"도대체 의사는 내 얼굴만 보고 왜우울증이라할까,분명 우울증이 없었는데 부모님이 강제로 끌고가서 병원에가보니 우울증이라는 진단을받고 약을 처방받았는데 잠만 오더라.. 활동도 못하게 잠오게하는거랑 머가다를까,정신병자 취급하는거랑 약먹으면 잠이와서 아무것도 못하게되는게 우울증 올거같았었다.. 우울하다고 병원가지마세요..얼굴1초보고 우울증 진단내리는게 의사입니다 게다가 저는 대학병원 이였어요 어디라고는 말안할게요. 그리고 약을 먹으면 그게 더 우울증오게합니다. 음악듣고 운동하면 충분히 나을수있다고바요"
